longitude,latitude,age,rooms,bedrooms,population,households,income,value
-119.18,34.21,30,1096,231,741,229,3.8625,234700
-119.19,34.2,36,1293,312,1128,335,2.1542,253900
-119.18,34.21,46,2062,484,1522,469,3.087,213900
-119.18,34.19,5,384,131,410,149,1.5625,87500
-119.22,34.18,17,3332,762,1797,673,4.4292,231200
-119.17,34.17,25,1596,321,1378,308,4.0074,188000
-119.18,34.17,32,2388,467,1746,483,3.9331,187600
-119.22,34.15,32,3152,596,3490,526,2.725,450000
-119.2,34.18,22,6465,1397,2694,1370,2.9832,165600
-119.18,34.16,12,460,101,405,103,5.2783,167400
-119.18,34.16,27,1832,415,1480,414,3.9643,186000
-119.15,34.25,36,3511,664,2965,695,4.0878,186800
-118.96,34.3,16,3103,482,1567,467,6.907,500001
-119.06,34.24,21,7436,984,2982,988,7.6775,391200
-119.01,34.23,11,5785,1035,2760,985,4.693,232200
-118.94,34.24,5,10018,1233,4253,1120,8.9063,500001
-119.04,34.23,21,9807,1614,4199,1554,5.0145,246600
-119.06,34.23,29,3511,632,2591,596,3.0219,221700
-119.08,34.17,32,166,22,63,29,7.3004,125000
-118.85,34.14,24,1999,244,759,247,8.7657,366300
-118.83,34.14,16,1956,312,671,319,6.4001,321800
-118.88,34.22,16,2343,393,2007,383,5.756,302700
-118.86,34.19,26,3135,480,1474,458,6.1949,243500
-118.86,34.19,29,1326,185,586,187,6.5474,422900
-119,34.08,17,1822,438,578,291,5.4346,428600
-118.83,34.23,6,8803,1114,3385,1010,8.7288,425800
-118.8,34.21,16,1466,196,661,209,6.2893,282700
-118.79,34.26,17,1986,249,761,241,7.2137,401900
-118.78,34.25,13,1841,237,833,231,7.7785,404700
-118.89,34.28,30,917,157,678,171,5.8133,195700
-118.78,34.27,20,2743,685,1798,613,3.6761,170900
-118.79,34.27,27,1146,189,595,197,4.5833,198500
-118.75,34.27,24,3241,461,1567,446,5.5983,233300
-118.74,34.27,23,2493,522,1488,505,4.18,215000
-118.75,34.26,26,1767,265,1040,250,5.4787,198100
-118.74,34.26,27,3467,545,1798,493,4.8717,204100
-118.71,34.28,27,2911,562,1773,580,4.6528,186600
-118.68,34.27,26,1561,212,817,242,5.477,209100
-118.73,34.29,8,4983,754,2510,725,6.9454,276500
-121.54,38.58,30,4648,1252,2524,1089,1.3177,74300
-121.56,38.58,32,2070,561,2046,523,1.9426,82300
-121.53,38.58,35,1316,321,732,336,2.1213,79200
-121.54,38.54,36,1672,302,969,337,3.0536,73100
-121.73,38.56,30,3306,629,1623,648,2.8614,145200
-121.7,38.54,13,6819,1158,2828,1115,4.6225,226500
-121.75,38.55,33,2479,382,979,377,4.7308,236200
-121.75,38.55,26,4802,950,2199,939,3.7452,227700
-121.77,38.69,47,1697,318,775,276,3.4559,123100
-121.8,38.69,8,3544,691,2118,678,3.7477,122200
-121.71,38.72,32,710,155,550,154,2.8882,151400
-121.59,39.15,48,1783,399,938,374,1.6652,58900
-121.57,39.16,21,1872,302,870,301,3.725,84700
-121.56,39.16,12,3349,642,2029,619,2.9647,88800
-121.58,39.12,26,2796,629,2017,632,1.8355,61200
-121.59,39.1,24,1107,261,768,205,1.7167,48800
-121.55,39.06,25,1332,247,726,226,2.25,63400
-121.41,39.04,16,1698,300,731,291,3.0739,87200
-121.45,39.26,15,2319,416,1047,385,3.125,115600
-121.53,39.19,27,2080,412,1082,382,2.5495,98300
